CPUID:,0x600F12
Processor:,AMD FX-6100 Six-Core (Zambezi) 
Platform:,Socket AM3+ (942 pin)
Revision:,OR-B2
Lithography:,32nm

Session start:,01:15:54 - April 02 - 2016

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
01:36:55 04/02/16,65,65,65,65,65,65,,,57,69,37,3606.17,,57,69,66,3606.17,,57,69,78,3305.65,,57,69,22,3305.65,,57,69,74,3305.65,,57,69,2,3305.65,
01:37:05 04/02/16,67,67,67,67,67,67,,,57,69,59,3305.65,,57,69,77,3305.65,,57,69,81,3305.65,,57,69,0,3305.65,,57,69,52,3606.17,,57,69,1,3305.65,
01:37:15 04/02/16,68,68,68,68,68,68,,,57,69,60,3305.65,,57,69,88,1402.40,,57,69,70,1402.40,,57,69,0,1402.40,,57,69,50,1402.40,,57,69,0,1402.40,
01:37:25 04/02/16,67,67,67,67,67,67,,,57,69,71,1402.40,,57,69,77,1402.40,,57,69,79,1402.40,,57,69,17,1402.40,,57,69,57,1402.40,,57,69,0,1402.40,
01:37:35 04/02/16,67,67,67,67,67,67,,,57,69,39,3305.65,,57,69,75,3305.65,,57,69,69,3305.65,,57,69,30,3606.17,,57,69,70,3305.65,,57,69,1,3305.65,
01:37:45 04/02/16,66,66,66,66,66,66,,,57,69,37,3305.65,,57,69,74,3305.65,,57,69,85,3305.65,,57,69,27,3606.17,,57,69,54,3606.17,,57,69,0,3305.65,
01:37:55 04/02/16,60,60,60,60,60,60,,,57,69,74,1402.40,,57,69,71,1402.40,,57,69,74,1402.40,,57,69,36,1402.40,,57,69,70,1402.40,,57,69,0,1402.40,
01:38:05 04/02/16,69,69,69,69,69,69,,,57,69,49,3305.65,,57,69,92,3606.17,,57,69,65,3606.17,,57,69,1,3305.65,,57,69,36,3305.65,,57,69,0,3305.65,
01:38:15 04/02/16,66,66,66,66,66,66,,,57,69,43,3305.65,,57,69,68,3305.65,,57,69,77,3305.65,,57,69,15,3305.65,,57,69,46,3305.65,,57,69,0,3305.65,
01:38:25 04/02/16,68,68,68,68,68,68,,,57,69,61,1402.40,,57,69,82,1402.40,,57,69,76,1402.40,,57,69,7,1402.40,,57,69,48,1402.40,,57,69,0,1402.40,
01:38:35 04/02/16,67,67,67,67,67,67,,,57,69,42,3305.65,,57,69,77,3305.65,,57,69,68,3606.17,,57,69,30,3606.17,,57,69,57,3606.17,,57,69,1,3606.17,
01:38:45 04/02/16,67,67,67,67,67,67,,,57,69,58,3305.65,,57,69,85,3606.17,,57,69,78,3606.17,,57,69,0,3305.65,,57,69,47,3305.65,,57,69,0,3305.65,
01:38:55 04/02/16,59,59,59,59,59,59,,,57,69,63,1402.40,,57,69,86,1402.40,,57,69,92,1402.40,,57,69,31,1402.40,,57,69,53,1402.40,,57,69,39,1402.40,
01:39:05 04/02/16,67,67,67,67,67,67,,,57,69,80,3305.65,,57,69,0,3305.65,,57,69,54,3305.65,,57,69,0,3606.17,,57,69,0,3606.17,,57,69,28,3606.17,
01:39:15 04/02/16,66,66,66,66,66,66,,,57,69,0,3606.17,,57,69,57,3305.65,,57,69,60,3606.17,,57,69,2,3606.17,,57,69,0,3606.17,,57,69,34,3606.17,
01:39:25 04/02/16,66,66,66,66,66,66,,,57,69,1,3305.65,,57,69,57,3305.65,,57,69,60,3606.17,,57,69,0,3305.65,,57,69,0,3305.65,,57,69,26,3606.17,
01:39:35 04/02/16,67,67,67,67,67,67,,,57,69,78,3305.65,,57,69,0,3305.65,,57,69,48,3305.65,,57,69,1,3305.65,,57,69,0,3606.17,,57,69,32,3606.17,
01:39:45 04/02/16,67,67,67,67,67,67,,,57,69,83,3606.17,,57,69,0,3606.17,,57,69,52,3305.65,,57,69,0,3305.65,,57,69,1,3305.65,,57,69,39,3305.65,
01:39:55 04/02/16,66,66,66,66,66,66,,,57,69,26,3606.17,,57,69,40,3606.17,,57,69,71,3305.65,,57,69,0,3606.17,,57,69,31,3606.17,,57,69,0,3305.65,
01:40:05 04/02/16,68,68,68,68,68,68,,,0,69,55,3305.65,,57,69,81,3305.65,,57,69,79,3606.17,,57,69,0,3606.17,,57,69,48,3305.65,,57,69,2,3305.65,
01:40:15 04/02/16,68,68,68,68,68,68,,,0,69,49,3305.65,,57,69,88,3606.17,,57,69,75,3305.65,,57,69,1,3305.65,,57,69,65,3606.17,,57,69,8,3606.17,
01:40:25 04/02/16,62,62,62,62,62,62,,,0,69,54,1402.40,,57,69,86,1402.40,,57,69,80,1402.40,,57,69,50,1402.40,,57,69,80,1402.40,,57,69,2,1402.40,
01:40:35 04/02/16,67,67,67,67,67,67,,,0,69,28,3305.65,,57,69,77,3606.17,,57,69,75,3606.17,,57,69,26,3305.65,,57,69,72,3305.65,,57,69,0,3305.65,
01:40:45 04/02/16,66,66,66,66,66,66,,,0,69,65,1402.40,,57,69,75,1402.40,,57,69,88,1402.40,,57,69,37,1402.40,,57,69,70,1402.40,,57,69,0,1402.40,
01:40:55 04/02/16,67,67,67,67,67,67,,,0,69,45,3305.65,,57,69,81,3305.65,,57,69,72,3305.65,,57,69,24,3606.17,,57,69,68,3305.65,,57,69,1,3305.65,
01:41:05 04/02/16,68,68,68,68,68,68,,,0,69,69,3005.14,,57,69,83,3005.14,,57,69,80,3305.65,,57,69,1,3305.65,,57,69,40,3305.65,,57,69,0,3606.17,
01:41:15 04/02/16,62,62,62,62,62,62,,,0,69,34,3305.65,,57,69,86,3305.65,,57,69,78,3606.17,,57,69,26,3606.17,,57,69,66,3305.65,,57,69,6,3305.65,
01:41:25 04/02/16,67,67,67,67,67,67,,,0,69,49,3305.65,,57,69,88,3305.65,,57,69,74,3606.17,,57,69,25,3606.17,,57,69,63,3305.65,,57,69,1,3305.65,
01:41:35 04/02/16,65,65,65,65,65,65,,,0,69,57,1402.40,,57,69,77,1402.40,,57,69,84,1402.40,,57,69,36,1402.40,,57,69,52,1402.40,,57,69,40,1402.40,
01:41:45 04/02/16,67,67,67,67,67,67,,,0,69,51,3305.65,,57,69,86,3305.65,,57,69,83,3606.17,,57,69,0,3606.17,,57,69,66,3606.17,,57,69,1,3606.17,
01:41:55 04/02/16,67,67,67,67,67,67,,,0,69,43,3606.17,,57,69,71,3305.65,,57,69,71,3305.65,,57,69,28,3305.65,,57,69,54,3305.65,,57,69,0,3606.17,
01:42:05 04/02/16,66,66,66,66,66,66,,,0,69,46,1402.40,,57,69,79,1402.40,,57,69,68,1402.40,,57,69,16,1402.40,,57,69,70,1402.40,,57,69,1,1402.40,
01:42:15 04/02/16,67,67,67,67,67,67,,,0,69,45,3305.65,,57,69,77,3606.17,,57,69,80,3305.65,,57,69,26,3305.65,,57,69,59,3305.65,,57,69,12,3305.65,
01:42:25 04/02/16,67,67,67,67,67,67,,,0,69,42,3305.65,,57,69,78,3305.65,,57,69,74,3305.65,,57,69,28,3305.65,,57,69,57,3305.65,,57,69,0,3305.65,
01:42:35 04/02/16,67,67,67,67,67,67,,,0,69,40,3305.65,,57,69,74,3305.65,,57,69,88,3305.65,,57,69,20,3305.65,,57,69,57,3606.17,,57,69,0,3606.17,
01:42:45 04/02/16,66,66,66,66,66,66,,,0,69,40,3305.65,,57,69,74,3305.65,,57,69,74,3305.65,,57,69,20,3305.65,,57,69,54,3305.65,,57,69,1,3305.65,
01:42:55 04/02/16,64,64,64,64,64,64,,,0,69,66,1402.40,,57,69,80,1402.40,,57,69,80,1402.40,,57,69,32,1402.40,,57,69,63,1402.40,,57,69,8,1402.40,
01:43:05 04/02/16,67,67,67,67,67,67,,,0,69,63,3606.17,,57,69,89,3606.17,,57,69,73,3305.65,,57,69,2,3305.65,,57,69,64,3606.17,,57,69,2,3606.17,
01:43:15 04/02/16,67,67,67,67,67,67,,,0,69,38,3606.17,,57,69,74,3305.65,,57,69,75,3305.65,,57,69,17,3606.17,,57,69,71,3305.65,,57,69,1,3305.65,
01:43:25 04/02/16,66,66,66,66,66,66,,,0,69,62,3305.65,,57,69,79,3305.65,,57,69,88,3305.65,,57,69,4,3305.65,,57,69,56,3305.65,,57,69,0,3305.65,
01:43:35 04/02/16,66,66,66,66,66,66,,,0,69,49,3606.17,,57,69,57,3606.17,,57,69,80,3305.65,,57,69,25,3005.14,,57,69,53,3005.14,,57,69,1,3005.14,
01:43:45 04/02/16,64,64,64,64,64,64,,,0,69,62,1402.40,,57,69,68,1402.40,,57,69,78,1402.40,,57,69,29,1402.40,,57,69,46,1402.40,,57,69,25,1402.40,
01:43:55 04/02/16,66,66,66,66,66,66,,,0,69,40,3606.17,,57,69,72,3305.65,,57,69,77,3305.65,,57,69,29,3305.65,,57,69,69,3305.65,,57,69,1,3305.65,
01:44:05 04/02/16,66,66,66,66,66,66,,,0,69,46,3305.65,,57,69,68,3305.65,,57,69,71,3305.65,,57,69,32,3305.65,,57,69,61,3305.65,,57,69,1,3305.65,
01:44:15 04/02/16,66,66,66,66,66,66,,,0,69,41,3305.65,,57,69,80,3606.17,,57,69,88,3305.65,,57,69,17,3305.65,,57,69,60,3305.65,,57,69,2,3305.65,
01:44:25 04/02/16,67,67,67,67,67,67,,,0,69,49,3305.65,,57,69,57,3606.17,,57,69,85,3305.65,,57,69,26,3305.65,,57,69,48,3606.17,,57,69,3,3606.17,
01:44:35 04/02/16,64,64,64,64,64,64,,,0,69,51,1402.40,,57,69,63,1402.40,,57,69,83,1402.40,,57,69,30,1402.40,,57,69,36,1402.40,,57,69,62,1402.40,
01:44:45 04/02/16,67,67,67,67,67,67,,,0,69,46,3305.65,,57,69,71,3305.65,,57,69,71,3305.65,,57,69,15,3305.65,,57,69,65,3305.65,,57,69,0,3305.65,
01:44:55 04/02/16,68,68,68,68,68,68,,,0,69,54,3305.65,,57,69,85,3606.17,,57,69,74,3606.17,,57,69,1,3606.17,,57,69,61,3606.17,,57,69,3,3305.65,
01:45:05 04/02/16,59,59,59,59,59,59,,,0,69,38,3305.65,,57,69,78,3606.17,,57,69,80,3305.65,,57,69,29,3305.65,,57,69,64,3305.65,,57,69,0,3305.65,
01:45:15 04/02/16,66,66,66,66,66,66,,,0,69,43,3305.65,,57,69,63,3606.17,,57,69,77,3305.65,,57,69,29,3305.65,,57,69,0,3305.65,,57,69,61,3305.65,
01:45:25 04/02/16,67,67,67,67,67,67,,,0,69,52,3305.65,,57,69,60,3305.65,,57,69,80,3305.65,,57,69,27,3305.65,,57,69,0,3305.65,,57,69,55,3606.17,
01:45:35 04/02/16,65,65,65,65,65,65,,,0,69,43,3305.65,,57,69,72,3305.65,,57,69,86,3305.65,,57,69,18,3606.17,,57,69,60,3606.17,,57,69,2,3606.17,
01:45:45 04/02/16,66,66,66,66,66,66,,,0,69,35,3305.65,,57,69,63,3305.65,,57,69,78,3305.65,,57,69,27,3305.65,,57,69,62,3305.65,,57,69,0,3606.17,
01:45:55 04/02/16,67,67,67,67,67,67,,,0,69,51,3606.17,,57,69,76,3305.65,,57,69,74,3305.65,,57,69,13,3305.65,,57,69,64,3305.65,,57,69,0,3305.65,
01:46:05 04/02/16,65,65,65,65,65,65,,,0,69,32,3305.65,,57,69,65,3305.65,,57,69,76,3305.65,,57,69,19,3305.65,,57,69,51,3606.17,,57,69,4,3606.17,
01:46:15 04/02/16,68,68,68,68,68,68,,,0,69,58,3305.65,,57,69,86,3305.65,,57,69,72,3606.17,,57,69,1,3606.17,,57,69,58,3606.17,,57,69,1,3606.17,
01:46:25 04/02/16,67,67,67,67,67,67,,,0,69,34,3305.65,,57,69,79,3305.65,,57,69,72,3606.17,,57,69,18,3305.65,,57,69,54,3606.17,,57,69,0,3606.17,
01:46:35 04/02/16,67,67,67,67,67,67,,,0,69,32,3305.65,,57,69,74,3305.65,,57,69,81,3305.65,,57,69,26,3305.65,,57,69,61,3606.17,,57,69,1,3606.17,
01:46:45 04/02/16,66,66,66,66,66,66,,,0,69,44,3305.65,,57,69,80,3606.17,,57,69,86,3606.17,,57,69,28,3606.17,,57,69,66,3305.65,,57,69,0,3305.65,
01:46:55 04/02/16,67,67,67,67,67,67,,,0,69,46,1402.40,,57,69,74,1402.40,,57,69,86,1402.40,,57,69,28,1402.40,,57,69,61,1402.40,,57,69,2,1402.40,
01:47:05 04/02/16,67,67,67,67,67,67,,,0,69,54,3305.65,,57,69,82,3305.65,,57,69,72,3606.17,,57,69,1,3606.17,,57,69,44,3305.65,,57,69,1,3305.65,
01:47:15 04/02/16,67,67,67,67,67,67,,,0,69,31,3305.65,,57,69,77,3606.17,,57,69,78,3606.17,,57,69,30,3606.17,,57,69,52,3606.17,,57,69,1,3606.17,
01:47:25 04/02/16,67,67,67,67,67,67,,,0,69,54,1402.40,,57,69,69,1402.40,,57,69,72,1402.40,,57,69,30,1402.40,,57,69,0,1402.40,,57,69,61,1402.40,
01:47:35 04/02/16,66,66,66,66,66,66,,,0,69,38,3305.65,,57,69,66,3606.17,,57,69,83,3305.65,,57,69,25,3305.65,,57,69,54,3305.65,,57,69,0,3305.65,
01:47:45 04/02/16,67,67,67,67,67,67,,,0,69,59,3305.65,,57,69,82,3305.65,,57,69,82,3606.17,,57,69,12,3305.65,,57,69,58,3305.65,,57,69,0,3305.65,
01:47:55 04/02/16,67,67,67,67,67,67,,,0,69,45,3606.17,,57,69,71,3606.17,,57,69,71,3305.65,,57,69,39,3305.65,,57,69,59,3305.65,,57,69,11,3606.17,
01:48:05 04/02/16,65,65,65,65,65,65,,,0,69,52,3606.17,,57,69,75,3606.17,,57,69,63,3305.65,,57,69,25,3305.65,,57,69,69,3305.65,,57,69,1,3606.17,
01:48:15 04/02/16,66,66,66,66,66,66,,,0,69,38,3305.65,,57,69,69,3305.65,,57,69,73,3305.65,,57,69,30,3305.65,,57,69,64,3305.65,,57,69,1,3305.65,
01:48:25 04/02/16,68,68,68,68,68,68,,,0,69,58,3606.17,,57,69,85,3606.17,,57,69,89,3305.65,,57,69,31,3305.65,,57,69,49,3305.65,,57,69,31,3305.65,
01:48:35 04/02/16,65,65,65,65,65,65,,,0,69,51,3305.65,,57,69,25,3305.65,,57,69,58,3305.65,,57,69,0,3305.65,,57,69,34,3606.17,,57,69,2,3606.17,
01:48:45 04/02/16,65,65,65,65,65,65,,,0,69,51,3606.17,,57,69,0,3606.17,,57,69,66,3606.17,,57,69,2,3305.65,,57,69,42,3305.65,,57,69,0,3305.65,
01:48:55 04/02/16,67,67,67,67,67,67,,,0,69,62,3305.65,,57,69,0,3305.65,,57,69,77,3305.65,,57,69,0,3305.65,,57,69,29,3305.65,,57,69,0,3305.65,
01:49:05 04/02/16,66,66,66,66,66,66,,,0,69,53,3305.65,,57,69,82,3305.65,,57,69,79,3305.65,,57,69,16,3305.65,,57,69,60,3606.17,,57,69,1,3606.17,
01:49:15 04/02/16,67,67,67,67,67,67,,,0,69,55,3305.65,,57,69,80,3305.65,,57,69,75,3305.65,,57,69,0,3305.65,,57,69,51,3606.17,,57,69,0,3606.17,
01:49:25 04/02/16,67,67,67,67,67,67,,,0,69,58,3305.65,,57,69,80,3305.65,,57,69,66,3305.65,,57,69,1,3606.17,,57,69,60,3606.17,,57,69,1,3606.17,
01:49:35 04/02/16,68,68,68,68,68,68,,,0,69,52,3305.65,,57,69,83,3305.65,,57,69,72,3305.65,,57,69,0,3305.65,,57,69,54,3606.17,,57,69,1,3606.17,
01:49:45 04/02/16,67,67,67,67,67,67,,,0,69,60,3305.65,,57,69,80,3305.65,,57,69,78,3606.17,,57,69,0,3606.17,,57,69,49,3305.65,,57,69,0,3305.65,
01:49:55 04/02/16,68,68,68,68,68,68,,,0,69,57,3606.17,,57,69,88,3606.17,,57,69,72,3305.65,,57,69,0,3305.65,,57,69,52,3305.65,,57,69,0,3305.65,
01:50:05 04/02/16,63,63,63,63,63,63,,,0,69,49,1402.40,,57,69,72,1402.40,,57,69,78,1402.40,,57,69,25,1402.40,,57,69,46,1402.40,,57,69,51,1402.40,
01:50:15 04/02/16,67,67,67,67,67,67,,,0,69,55,3305.65,,57,69,83,3606.17,,57,69,63,3606.17,,57,69,0,3606.17,,57,69,60,3606.17,,57,69,4,3305.65,
01:50:25 04/02/16,63,63,63,63,63,63,,,0,69,63,3305.65,,57,69,0,3305.65,,57,69,62,3305.65,,57,69,1,3305.65,,57,69,50,3305.65,,57,69,2,3305.65,
01:50:35 04/02/16,64,64,64,64,64,64,,,0,69,66,3606.17,,57,69,0,3606.17,,57,69,78,3606.17,,57,69,0,3305.65,,57,69,52,3305.65,,57,69,0,3305.65,
01:50:45 04/02/16,64,64,64,64,64,64,,,0,69,71,3606.17,,57,69,0,3606.17,,57,69,66,3606.17,,57,69,0,3606.17,,57,69,37,3606.17,,57,69,1,3305.65,
01:50:55 04/02/16,65,65,65,65,65,65,,,0,69,60,3606.17,,57,69,2,3606.17,,57,69,71,3606.17,,57,69,0,3606.17,,57,69,45,3606.17,,57,69,3,3305.65,
01:51:05 04/02/16,64,64,64,64,64,64,,,0,69,55,3305.65,,57,69,0,3305.65,,57,69,63,3305.65,,57,69,1,3305.65,,57,69,40,3606.17,,57,69,2,3606.17,
01:51:15 04/02/16,64,64,64,64,64,64,,,0,69,55,3606.17,,57,69,0,3606.17,,57,69,72,3305.65,,57,69,1,3305.65,,57,69,43,3305.65,,57,69,0,3305.65,
01:51:25 04/02/16,65,65,65,65,65,65,,,0,69,65,3305.65,,57,69,0,3305.65,,57,69,75,3305.65,,57,69,0,3305.65,,57,69,35,3305.65,,57,69,1,3305.65,
01:51:35 04/02/16,65,65,65,65,65,65,,,0,69,68,3305.65,,57,69,0,3305.65,,57,69,72,3305.65,,57,69,2,3606.17,,57,69,36,3606.17,,57,69,0,3606.17,
01:51:45 04/02/16,65,65,65,65,65,65,,,0,69,66,3305.65,,57,69,1,3606.17,,57,69,71,3305.65,,57,69,1,3606.17,,57,69,39,3606.17,,57,69,0,3606.17,
01:51:55 04/02/16,64,64,65,65,65,65,,,0,69,65,3606.17,,57,69,0,3606.17,,57,69,75,3305.65,,57,69,0,3305.65,,57,69,49,3305.65,,57,69,2,3606.17,
01:52:05 04/02/16,65,65,65,65,65,65,,,0,69,66,3305.65,,57,69,1,3305.65,,57,69,68,3305.65,,57,69,1,3305.65,,57,69,45,3606.17,,57,69,2,3606.17,
01:52:15 04/02/16,65,65,65,65,65,65,,,0,69,71,3305.65,,57,69,2,3606.17,,57,69,57,3606.17,,57,69,0,3606.17,,57,69,33,3606.17,,57,69,0,3606.17,
01:52:25 04/02/16,64,64,64,64,64,64,,,0,69,49,3305.65,,57,69,14,3606.17,,57,69,66,3606.17,,57,69,0,3606.17,,57,69,57,3606.17,,57,69,1,3606.17,
01:52:35 04/02/16,65,65,65,65,65,65,,,0,69,57,3305.65,,57,69,0,3305.65,,57,69,75,3606.17,,57,69,0,3606.17,,57,69,45,3305.65,,57,69,2,3305.65,
01:52:45 04/02/16,65,65,65,65,65,65,,,0,69,57,3305.65,,57,69,0,3305.65,,57,69,66,3606.17,,57,69,0,3606.17,,57,69,42,3606.17,,57,69,0,3305.65,
01:52:55 04/02/16,64,64,64,64,64,64,,,0,69,43,3606.17,,57,69,0,3606.17,,57,69,66,3606.17,,57,69,0,3606.17,,57,69,40,3305.65,,57,69,0,3305.65,
01:53:05 04/02/16,64,64,64,64,64,64,,,0,69,60,3606.17,,57,69,0,3606.17,,57,69,58,3606.17,,57,69,1,3606.17,,57,69,31,3305.65,,57,69,0,3305.65,
01:53:15 04/02/16,64,64,64,64,64,64,,,0,69,54,3305.65,,57,69,0,3305.65,,57,69,72,3305.65,,57,69,0,3305.65,,57,69,47,3305.65,,57,69,0,3305.65,
01:53:25 04/02/16,64,64,64,64,64,64,,,0,69,58,3305.65,,57,69,0,3305.65,,57,69,74,3305.65,,57,69,1,3305.65,,57,69,51,3305.65,,57,69,0,3305.65,
01:53:35 04/02/16,64,64,64,64,64,64,,,0,69,63,3305.65,,57,69,0,3305.65,,57,69,68,3305.65,,57,69,1,3305.65,,57,69,29,3305.65,,57,69,1,3606.17,
01:53:45 04/02/16,64,64,64,64,64,64,,,0,69,51,3305.65,,57,69,2,3305.65,,57,69,74,3305.65,,57,69,0,3305.65,,57,69,34,3305.65,,57,69,1,3305.65,
01:53:55 04/02/16,64,64,64,64,64,64,,,0,69,55,3305.65,,57,69,0,3305.65,,57,69,75,3305.65,,57,69,0,3305.65,,57,69,32,3606.17,,57,69,1,3606.17,
01:54:05 04/02/16,66,66,66,66,66,66,,,0,69,25,3606.17,,57,69,2,3606.17,,57,69,66,3606.17,,57,69,0,3606.17,,57,69,17,3606.17,,57,69,0,3606.17,
01:54:15 04/02/16,61,61,61,61,61,61,,,0,69,20,3305.65,,57,69,0,3305.65,,57,69,21,3305.65,,57,69,0,3305.65,,57,69,22,3305.65,,57,69,0,3305.65,
01:54:25 04/02/16,60,60,60,60,60,60,,,0,69,23,3305.65,,57,69,0,3305.65,,57,69,34,3606.17,,57,69,0,3606.17,,57,69,20,3606.17,,57,69,0,3606.17,
01:54:36 04/02/16,60,60,60,60,60,60,,,0,69,43,3606.17,,56,69,0,3606.17,,56,69,38,3606.17,,56,69,0,3606.17,,56,69,32,3606.17,,56,69,0,3606.17,
01:54:46 04/02/16,62,62,62,62,62,62,,,0,69,45,3606.17,,56,69,0,3606.17,,56,69,66,3606.17,,56,69,0,3606.17,,56,69,40,3305.65,,56,69,0,3305.65,
01:54:56 04/02/16,63,63,63,63,63,63,,,0,69,58,3305.65,,56,69,0,3305.65,,56,69,71,3305.65,,56,69,0,3305.65,,56,69,32,3305.65,,56,69,3,3305.65,
01:55:06 04/02/16,63,63,63,63,63,63,,,0,69,60,3305.65,,56,69,2,3606.17,,56,69,63,3606.17,,56,69,0,3305.65,,56,69,31,3305.65,,56,69,0,3305.65,
01:55:16 04/02/16,63,63,63,63,63,63,,,0,69,57,3305.65,,56,69,1,3305.65,,56,69,75,3305.65,,56,69,0,3305.65,,56,69,49,3305.65,,56,69,3,3305.65,
01:55:26 04/02/16,63,63,63,63,63,63,,,0,69,72,3305.65,,56,69,0,3606.17,,56,69,65,3606.17,,56,69,0,3305.65,,56,69,45,3305.65,,56,69,3,3305.65,
01:55:36 04/02/16,64,64,64,64,64,64,,,0,69,65,3606.17,,56,69,0,3606.17,,56,69,74,3305.65,,56,69,0,3305.65,,56,69,45,3305.65,,56,69,0,3305.65,
01:55:46 04/02/16,64,64,64,64,64,64,,,0,69,61,3305.65,,56,69,0,3305.65,,56,69,58,3305.65,,56,69,0,3305.65,,56,69,55,3305.65,,56,69,0,3606.17,
01:55:56 04/02/16,64,64,64,64,64,64,,,0,69,55,3305.65,,56,69,0,3305.65,,56,69,72,3606.17,,56,69,0,3606.17,,56,69,50,3305.65,,56,69,0,3305.65,
01:56:06 04/02/16,65,65,65,65,65,65,,,0,69,66,3305.65,,56,69,0,3305.65,,56,69,77,3305.65,,56,69,0,3305.65,,56,69,43,3305.65,,56,69,0,3305.65,
01:56:16 04/02/16,65,65,65,65,65,65,,,0,69,62,3606.17,,56,69,0,3606.17,,56,69,63,3606.17,,56,69,0,3606.17,,56,69,48,3606.17,,56,69,0,3305.65,
01:56:26 04/02/16,65,65,65,65,65,65,,,0,69,75,3606.17,,56,69,0,3606.17,,56,69,64,3606.17,,56,69,0,3606.17,,56,69,38,3305.65,,56,69,0,3305.65,
01:56:36 04/02/16,64,64,64,64,64,64,,,0,69,60,3606.17,,56,69,0,3606.17,,56,69,65,3305.65,,56,69,0,3606.17,,56,69,45,3606.17,,56,69,0,3606.17,
01:56:46 04/02/16,64,64,64,64,64,64,,,0,69,61,3606.17,,56,69,11,3305.65,,56,69,61,3305.65,,56,69,0,3606.17,,56,69,52,3606.17,,56,69,1,3606.17,
01:56:56 04/02/16,65,65,65,65,65,65,,,0,69,53,3606.17,,56,69,0,3305.65,,56,69,63,3305.65,,56,69,0,3305.65,,56,69,47,3305.65,,56,69,1,3606.17,
01:57:06 04/02/16,65,65,65,65,65,65,,,0,69,66,3305.65,,56,69,0,3305.65,,56,69,76,3305.65,,56,69,1,3305.65,,56,69,39,3305.65,,56,69,2,3305.65,
01:57:16 04/02/16,65,65,65,65,65,65,,,0,69,72,3606.17,,56,69,0,3606.17,,56,69,74,3305.65,,56,69,2,3305.65,,56,69,49,3305.65,,56,69,2,3305.65,
01:57:26 04/02/16,65,65,65,65,65,65,,,0,69,60,3305.65,,56,69,2,3305.65,,56,69,68,3305.65,,56,69,3,3305.65,,56,69,34,3305.65,,56,69,2,3305.65,
01:57:36 04/02/16,65,65,65,65,65,65,,,0,69,63,3305.65,,56,69,0,3606.17,,56,69,67,3606.17,,56,69,0,3606.17,,56,69,35,3305.65,,56,69,0,3305.65,
01:57:46 04/02/16,65,65,65,65,65,65,,,0,69,52,3305.65,,56,69,15,3305.65,,56,69,69,3606.17,,56,69,0,3606.17,,56,69,40,3606.17,,56,69,0,3305.65,
01:57:56 04/02/16,65,65,65,65,65,65,,,0,69,68,3606.17,,56,69,0,3606.17,,56,69,75,3305.65,,56,69,0,3305.65,,56,69,51,3305.65,,56,69,1,3305.65,
01:58:06 04/02/16,65,65,65,65,65,65,,,0,69,54,3305.65,,56,69,18,3305.65,,56,69,65,3305.65,,56,69,2,3305.65,,56,69,37,3606.17,,56,69,3,3606.17,
01:58:16 04/02/16,65,65,65,65,65,65,,,0,69,35,3305.65,,56,69,48,3305.65,,56,69,69,3305.65,,56,69,0,3305.65,,56,69,47,3606.17,,56,69,1,3606.17,
01:58:26 04/02/16,65,65,65,65,65,65,,,0,69,63,3305.65,,56,69,33,3305.65,,56,69,79,3606.17,,56,69,0,3606.17,,56,69,62,3305.65,,56,69,2,3305.65,
01:58:36 04/02/16,65,65,65,65,65,65,,,0,69,58,3606.17,,56,69,14,3606.17,,56,69,58,3305.65,,56,69,0,3305.65,,56,69,39,3305.65,,56,69,0,3606.17,
01:58:46 04/02/16,67,67,67,67,67,67,,,0,69,58,3305.65,,56,69,80,3606.17,,56,69,69,3606.17,,56,69,0,3606.17,,56,69,52,3305.65,,56,69,2,3305.65,
01:58:56 04/02/16,66,66,66,66,66,66,,,0,69,35,3305.65,,56,69,0,3305.65,,56,69,68,3606.17,,56,69,0,3606.17,,56,69,7,3606.17,,56,69,0,3606.17,
01:59:06 04/02/16,47,47,47,47,47,47,,,0,69,5,1402.40,,47,69,0,1402.40,,47,69,5,1402.40,,47,69,2,1402.40,,47,69,3,1402.40,,47,69,0,1402.40,
01:59:16 04/02/16,46,46,46,46,46,46,,,0,69,0,1402.40,,46,69,15,1402.40,,46,69,5,1402.40,,46,69,0,1402.40,,46,69,6,1402.40,,46,69,2,1402.40,
01:59:26 04/02/16,42,42,42,42,42,42,,,0,69,2,1402.40,,42,69,15,1402.40,,42,69,9,1402.40,,42,69,0,1402.40,,42,69,4,1402.40,,42,69,3,1402.40,
01:59:36 04/02/16,39,39,39,39,39,39,,,0,69,0,1402.40,,39,69,22,1402.40,,39,69,3,1402.40,,39,69,0,1402.40,,39,69,2,1402.40,,39,69,0,1402.40,
01:59:46 04/02/16,37,37,37,37,37,37,,,0,69,0,1402.40,,37,69,8,1402.40,,37,69,3,1402.40,,37,69,0,1402.40,,37,69,0,1402.40,,37,69,3,1402.40,
