        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Memory Usage (Dedicated) [MB] , Memory Usage (Dynamic) [MB] , PerfCap Reason [] , VDDC [V] ,
2016-02-27 08:32:37 ,              624.4   ,                800.0   ,               51.0   ,         12   ,                        2   ,                   0   ,                    7   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:32:38 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:32:39 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:40 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:41 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:42 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:43 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:44 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:45 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:46 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:47 ,              624.4   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:32:48 ,              624.4   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:32:49 ,              624.4   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:32:50 ,              624.4   ,                800.0   ,               51.0   ,         38   ,                        7   ,                   0   ,                   23   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:32:51 ,              624.4   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:32:52 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:32:53 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:32:54 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:32:55 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:32:57 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           1   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:57 ,              776.3   ,                800.0   ,               51.0   ,         41   ,                        4   ,                   0   ,                   30   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:58 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:32:59 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:00 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:01 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:02 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:03 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:04 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:05 ,              624.4   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:06 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:07 ,              624.4   ,                800.0   ,               50.0   ,          9   ,                        1   ,                   0   ,                    6   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:08 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:09 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:10 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:11 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:12 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:13 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:14 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:15 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:16 ,              776.3   ,                800.0   ,               51.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:17 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:18 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:19 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         163   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:20 ,              624.4   ,                800.0   ,               50.0   ,         27   ,                        4   ,                   0   ,                   16   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:22 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           1   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:22 ,              776.3   ,                800.0   ,               50.0   ,         41   ,                        4   ,                   0   ,                   30   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:23 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:24 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:25 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:26 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:27 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:28 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:29 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:30 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:31 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:32 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                          63   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:33 ,              624.4   ,                800.0   ,               50.0   ,          6   ,                        0   ,                   0   ,                    3   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:34 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:35 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:36 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:37 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:38 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:39 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:40 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:41 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:42 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:43 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:44 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:45 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:46 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:47 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:48 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:49 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:50 ,              624.4   ,                800.0   ,               50.0   ,         38   ,                        7   ,                   0   ,                   23   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:51 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:33:52 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:53 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:54 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:55 ,                  -   ,                    -   ,                0.0   ,          -   ,                        -   ,                   -   ,                    -   ,                           0   ,                        29   ,               0   , 0.0000   ,
2016-02-27 08:33:57 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           1   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:57 ,              776.3   ,                800.0   ,               49.0   ,         41   ,                        4   ,                   0   ,                   30   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:58 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:33:59 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:00 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:01 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:02 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:03 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:04 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:05 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:06 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:07 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:08 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:09 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:10 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:11 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:12 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:13 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:14 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:15 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:16 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:17 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:18 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:19 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                          86   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:20 ,              624.4   ,                800.0   ,               50.0   ,          9   ,                        0   ,                   0   ,                    5   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:22 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           1   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:22 ,              776.3   ,                800.0   ,               50.0   ,         41   ,                        4   ,                   0   ,                   30   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:23 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:24 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:25 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:26 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:27 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:28 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:29 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:30 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:31 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:32 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:33 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:34 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:35 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:36 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:37 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:38 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:39 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:40 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:41 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:42 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:43 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:44 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         160   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:45 ,              624.4   ,                800.0   ,               50.0   ,         27   ,                        4   ,                   0   ,                   16   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:47 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           1   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:47 ,              776.3   ,                800.0   ,               50.0   ,         41   ,                        4   ,                   0   ,                   30   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:48 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:49 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:50 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:51 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:52 ,              776.3   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:53 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:54 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:34:55 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:56 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:57 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:58 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:34:59 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:00 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:01 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:02 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:03 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:04 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:05 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:06 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:07 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:35:08 ,              624.4   ,                800.0   ,               49.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:35:09 ,              624.4   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         164   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:35:10 ,              624.4   ,                800.0   ,               50.0   ,         27   ,                        4   ,                   0   ,                   16   ,                           0   ,                        29   ,              16   , 0.9750   ,
2016-02-27 08:35:12 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           1   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:12 ,              776.3   ,                800.0   ,               50.0   ,         41   ,                        4   ,                   0   ,                   30   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:13 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:14 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:15 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:16 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
2016-02-27 08:35:17 ,              776.3   ,                800.0   ,               50.0   ,          0   ,                        0   ,                   0   ,                    0   ,                         211   ,                        29   ,              16   , 1.0750   ,
